"cliid","placa","datapedido"
"8382","AM70ISQ","2023-11-19"
"8383","ZB67VCJ","2022-03-15"
"8384","KP69CJT","2017-06-01"
"8385","DV33MWA","2016-09-08"
"8386","DY81IFY","2015-09-06"
"8387","TL32EQF","2015-07-23"
"8388","JK51KFF","2019-04-19"
"8389","IO58ZAS","2009-11-07"
"8390","GY77ITH","2018-12-09"
"8391","BC27CAC","2023-01-28"
"8392","GV32AFJ","2020-11-07"
"8393","FJ09DQG","2023-11-13"
"8394","JC82ROI","2011-09-24"
"8395","NU55VCX","2021-01-06"
"8396","EJ43HMC","2017-09-26"
"8397","QG90GDV","2012-01-11"
"8398","UV51TBZ","2022-06-25"
"8399","JS06FEN","2015-11-09"
"8400","XP88QHE","2012-09-01"
"8401","OM44KBT","2009-08-08"
"8402","LD07OHL","2020-09-04"
"8403","QE18DJI","2020-05-04"
"8404","XH14CJG","2019-08-28"
"8405","TD35ZTU","2015-09-18"
"8406","CZ96AUD","2012-07-21"
"8407","SI38LFF","2013-09-11"
"8408","WN13EGK","2016-04-06"
"8409","ZQ37QDW","2020-11-14"
"8410","VN64JIM","2015-10-25"
"8411","HB48JIN","2021-02-03"
"8412","IP30ZQQ","2010-12-21"
"8413","TQ95DFW","2013-05-30"
"8414","NO66KPQ","2023-05-13"
"8415","CX09JYN","2019-01-12"
"8416","DT86QPF","2011-07-22"
"8417","CC06DGP","2023-04-24"
"8418","LU64GWM","2014-09-22"
"8419","KS10FTW","2021-03-14"
"8420","BE76GCG","2020-01-23"
"8421","UQ15MFD","2023-04-08"
"8422","EM63BZW","2015-02-09"
"8423","VK84WPU","2011-07-06"
"8424","LH98RXB","2012-10-17"
"8425","AM85OPD","2023-05-01"
"8426","II98KDD","2013-12-04"
"8427","JQ78LYV","2020-02-21"
"8428","XE47AMV","2020-11-09"
"8429","NV90XNN","2014-02-07"
"8430","YG58WYY","2017-01-02"
"8431","VL28ZSU","2016-04-22"
"8432","NS82ERK","2012-10-25"
"8433","QI70SAY","2018-06-23"
"8434","NX02BFJ","2018-03-19"
"8435","NQ94AXR","2011-05-26"
"8436","DD83VBN","2024-04-13"
"8437","KN76IYH","2017-06-05"
"8438","DZ60UGW","2010-10-28"
"8439","EE14MGF","2020-10-07"
"8440","JV29GRB","2024-01-15"
"8441","EK53YBO","2014-02-21"
"8442","ME52NCY","2010-06-01"
"8443","CR07FRC","2016-01-23"
"8444","GV75WJE","2021-01-30"
"8445","WZ20PHF","2013-02-09"
"8446","EN65XAG","2011-12-15"
"8447","NX76XYR","2020-04-11"
"8448","PR54BJT","2012-07-27"
"8449","NS12OIZ","2010-11-08"
"8450","LJ77ZOG","2016-09-11"
"8451","YB76UPG","2016-04-15"
"8452","EW06EJC","2019-11-27"
"8453","RS26JJT","2012-05-29"
"8454","PL05EMH","2022-10-19"
"8455","GW99JGC","2023-01-24"
"8456","KP46QHF","2019-01-17"
"8457","GW38TAJ","2021-05-15"
"8458","FO00YZA","2020-10-26"
"8459","JM57KPC","2011-10-09"
"8460","YB91ROY","2024-03-20"
"8461","VD09FHZ","2019-08-16"
"8462","CH15XWF","2020-08-27"
"8463","CV57EVS","2019-01-21"
"8464","VY61ZLR","2018-09-28"
"8465","OV90HZX","2010-04-05"
"8466","PN95KEB","2010-04-13"
"8467","OR70QQZ","2018-01-15"
"8468","XO88NZH","2012-11-01"
"8469","EQ63LOK","2018-03-17"
"8470","TC09YBQ","2011-04-26"
"8471","HP56RLS","2011-07-29"
"8472","KA12TVS","2020-10-30"
"8473","LD37MIU","2020-07-27"
"8474","YB04FUH","2009-11-16"
"8475","FA01DGL","2009-09-23"
"8476","TM59IQS","2021-09-06"
"8477","BB70LAF","2017-05-09"
"8478","GQ44MPQ","2022-10-07"
"8479","JX07IVN","2023-02-26"
"8480","WT37IBE","2014-03-12"
"8481","GL76BCF","2016-05-16"
"8482","BP86XCX","2011-07-04"
"8483","BC71CMN","2022-03-09"
"8484","KY95EUV","2018-01-05"
"8485","UB79FCM","2017-05-18"
"8486","XZ09HLQ","2022-04-08"
"8487","TV46TPY","2022-12-18"
"8488","HV18QMZ","2014-04-27"
"8489","WI93GJP","2019-09-10"
"8490","AN67ZLU","2015-05-08"
"8491","TJ84OCM","2011-12-16"
"8492","PL82LGL","2018-04-28"
"8493","OC24EKP","2012-05-02"
"8494","LW77YPB","2016-04-03"
"8495","YM61HLS","2020-04-07"
"8496","GG88CYX","2017-12-30"
"8497","TQ03CWH","2010-02-17"
"8498","DR09NOT","2014-03-06"
"8499","EB43PPV","2017-01-18"
"8500","JT15YTD","2023-03-24"
"8501","HT41NNV","2012-05-20"
"8502","YE86FJK","2019-02-07"
"8503","KY29RRU","2017-06-07"
"8504","CE73QJE","2018-10-29"
"8505","FQ17ZGM","2016-12-28"
"8506","TX57PAA","2014-07-17"
"8507","NE22XIC","2020-08-23"
"8508","LL55RSJ","2015-03-12"
"8509","SS92GLP","2014-12-15"
"8510","TF00WTW","2024-04-26"
"8511","LK18UGM","2018-11-21"
"8512","VR86MZK","2013-11-17"
"8513","GX83AGH","2022-10-08"
"8514","GE59PEK","2013-10-20"
"8515","LL34WKL","2019-12-20"
"8516","NU32HZV","2022-07-12"
"8517","BA03YUY","2017-11-28"
"8518","LA30MOX","2022-09-11"
"8519","IV40GLH","2020-02-10"
"8520","PK35BYU","2023-09-11"
"8521","LZ94LYJ","2021-02-18"
"8522","LR32VNO","2023-07-28"
"8523","IZ77KBE","2023-06-13"
"8524","GM51VZS","2021-08-31"
"8525","HB19FHD","2015-09-28"
"8526","BI01AMD","2015-03-08"
"8527","OK56HWB","2012-11-06"
"8528","QP49VDA","2015-07-23"
"8529","SC99SNO","2021-09-01"
"8530","GE21SZE","2012-05-20"
"8531","XD15GAD","2018-07-14"
"8532","JP56QFI","2019-12-10"
"8533","HC30KHH","2010-12-03"
"8534","GR67BEZ","2012-07-12"
"8535","JG72EIR","2022-11-24"
"8536","HH91FPN","2017-01-12"
"8537","PG65NIJ","2009-09-04"
"8538","SX27YCY","2017-01-18"
"8539","PF89RFH","2022-07-02"
"8540","NN29DLT","2020-09-25"
"8541","SH99LWV","2013-02-09"
"8542","PH09KHD","2012-02-22"
"8543","UH80FAS","2023-06-19"
"8544","GD14UYR","2019-09-16"
"8545","TC56NMJ","2010-05-26"
"8546","PD03DQD","2017-10-17"
"8547","WP42RWN","2013-03-10"
"8548","YY17UFR","2016-05-16"
"8549","FV19IRU","2024-01-04"
"8550","MY39BBW","2010-01-19"
"8551","YB08WVB","2017-05-22"
"8552","QX60WMB","2019-12-06"
"8553","UH53DII","2016-09-02"
"8554","RA56ZDL","2010-05-29"
"8555","QH37NGP","2014-10-16"
"8556","UU19CHS","2011-12-20"
"8557","UM05RIF","2019-02-01"
"8558","ZJ48ZRJ","2020-07-25"
"8559","WQ41FJN","2017-11-17"
"8560","WM45BBT","2015-01-05"
"8561","QS46YFX","2012-05-16"
"8562","BN68JSQ","2010-02-11"
"8563","JW25QLZ","2010-09-18"
"8564","TP06VRQ","2023-07-16"
"8565","AZ21CCS","2013-11-16"
"8566","JO86NLG","2018-03-21"
"8567","JP61KJL","2021-04-29"
"8568","OM98IKB","2022-04-10"
"8569","EC49MNB","2024-03-23"
"8570","XB19BRS","2021-06-17"
"8571","PY54UGW","2017-05-09"
"8572","LQ43NYQ","2016-08-06"
"8573","LH79OLO","2019-04-10"
"8574","PM82LAR","2018-09-11"
"8575","QN73ARC","2024-02-25"
"8576","JR88VVJ","2023-12-09"
"8577","ZY32LFA","2013-08-08"
"8578","HO63SYC","2016-03-17"
"8579","VL22KUT","2015-02-18"
"8580","RZ02VUB","2017-03-04"
"8581","TQ32FUP","2021-05-11"
"8582","SS87RVP","2013-04-08"
"8583","WY74MHH","2018-09-19"
"8584","PM49APX","2017-03-18"
"8585","LG61DOB","2010-06-23"
"8586","AC74MPV","2022-08-17"
"8587","AR18YOP","2015-02-20"
"8588","NY51SCM","2013-10-04"
"8589","HK48NEQ","2023-06-18"
"8590","MF10WQK","2019-03-10"
"8591","FC31KPQ","2016-03-25"
"8592","KQ61YWB","2010-02-16"
"8593","JM87VUP","2016-04-30"
"8594","DT37ZZI","2016-04-20"
"8595","GA55SNQ","2019-02-16"
"8596","OU14EXR","2021-03-26"
"8597","FB10QCZ","2015-06-15"
"8598","RH96ERV","2009-10-19"
"8599","IP53URK","2020-03-07"
"8600","VL31UJX","2020-12-14"
"8601","MK87UZB","2023-11-29"
"8602","GM39IRO","2010-06-27"
"8603","EB17BQI","2022-12-26"
"8604","PJ65VZP","2023-05-13"
"8605","RP18OZG","2020-08-19"
"8606","AU15ZON","2011-07-31"
"8607","KW33SYL","2023-01-09"
"8608","RL80YDB","2016-09-14"
"8609","NU29TQI","2023-06-07"
"8610","TC17ROH","2013-09-21"
"8611","LD65MAL","2015-05-06"
"8612","UW21YLP","2016-07-14"
"8613","AY82UUN","2018-03-21"
"8614","ZB92ORV","2023-11-06"
"8615","QS71HLH","2016-02-12"
"8616","YE48GGM","2016-05-15"
"8617","RH66GAU","2021-06-20"
"8618","PH13DAK","2021-07-07"
"8619","ZU08RNH","2012-11-23"
"8620","JE37BEB","2015-01-22"
"8621","IS39YFG","2020-01-10"
"8622","PQ08WQK","2011-06-11"
"8623","IY02XYH","2024-04-19"
"8624","NT00JZG","2014-03-30"
"8625","AW37TTF","2017-07-18"
"8626","YW01SPZ","2015-08-13"
"8627","MZ57TKB","2010-03-16"
"8628","TA58AVG","2010-12-11"
"8629","XH73WXF","2009-10-07"
"8630","TT25CXW","2013-04-05"
"8631","DC82AKD","2017-01-08"
"8632","LV56CIO","2012-12-19"
"8633","PX33JFU","2023-04-25"
"8634","VF64MQS","2009-11-09"
"8635","NE50VKL","2021-05-23"
"8636","AA65VWY","2019-04-25"
"8637","FS27WZU","2009-10-01"
"8638","RA21SYF","2012-09-12"
"8639","MM51PWI","2023-11-21"
"8640","AI11DWR","2022-11-02"
"8641","EI04LJX","2022-10-06"
"8642","TS53DXY","2017-02-17"
"8643","YH96CTK","2017-09-09"
"8644","TJ94SEB","2017-12-22"
"8645","DJ89SXE","2023-04-25"
"8646","TR21IFI","2009-11-22"
"8647","CZ74GWD","2024-03-23"
"8648","QV72AXU","2023-09-06"
"8649","LL75QDV","2011-01-12"
"8650","IZ05SUX","2021-10-12"
"8651","WX94HVG","2016-07-18"
"8652","RE80HML","2019-07-04"
"8653","HL18FTM","2018-10-04"
"8654","OL55QPP","2023-08-03"
"8655","SN51JKA","2021-02-27"
"8656","BD03YWE","2014-09-20"
"8657","DH32IVN","2021-05-23"
"8658","IT08YCL","2011-11-11"
"8659","FD29PUK","2022-05-01"
"8660","ZU71XJU","2011-04-12"
"8661","ZX54XNJ","2019-11-13"
"8662","UY99EXM","2012-01-02"
"8663","QF35PTC","2021-04-11"
"8664","XM71FWK","2010-05-20"
"8665","BK67UOC","2024-02-05"
"8666","SB10TZQ","2011-08-19"
"8667","LA89LVU","2015-11-24"
"8668","LV57XLM","2023-05-15"
"8669","EV47IXK","2016-06-12"
"8670","HZ64TRC","2015-08-04"
"8671","OA77KZH","2014-11-11"
"8672","NL92AZD","2016-02-16"
"8673","ZN43IDG","2015-02-23"
"8674","US94PIF","2018-05-23"
"8675","BY62BQD","2021-04-10"
"8676","CZ97RJL","2017-09-22"
"8677","TR57OII","2016-08-04"
"8678","HV79MRM","2016-06-26"
"8679","DJ35XJA","2021-01-01"
"8680","PL02DZQ","2017-02-15"
"8681","RW50ANR","2020-10-23"
"8682","MR80MQW","2019-02-09"
"8683","SU06XKA","2020-07-01"
"8684","FF86DZB","2013-11-08"
"8685","FZ63AWF","2021-11-30"
"8686","SV90QFY","2022-05-01"
"8687","HY45VRV","2021-12-05"
"8688","WO42AIV","2023-07-03"
"8689","BV77UTR","2017-04-16"
"8690","CC31QDY","2024-02-28"
"8691","SD58KCJ","2022-01-26"
"8692","YR42UOZ","2014-03-02"
"8693","QX62FOE","2017-12-21"
"8694","DX32XKW","2014-04-17"
"8695","JF53JNN","2011-09-02"
"8696","XX11IKU","2010-06-14"
"8697","CY99ZKM","2011-05-19"
"8698","XH39YSG","2023-07-24"
"8699","CJ61JYQ","2013-06-01"
"8700","DH63QAO","2010-12-24"
"8701","TL59EQA","2015-04-28"
"8702","VH43ERP","2014-07-13"
"8703","RT18JIU","2015-07-12"
"8704","JG31INJ","2022-10-09"
"8705","GE91YJS","2017-04-12"
"8706","VF83RVG","2010-05-19"
"8707","PT08IYL","2020-06-17"
"8708","TZ83EDZ","2010-08-18"
"8709","BS40HAJ","2015-10-03"
"8710","PO39RTT","2023-02-26"
"8711","UA00YZG","2023-04-27"
"8712","WI05DQD","2020-05-02"
"8713","WX10ZLK","2012-11-03"
"8714","WG51YLI","2014-07-25"
"8715","YO92XGR","2015-11-29"
"8716","VH24QBJ","2013-04-06"
"8717","ED85BPJ","2022-01-16"
"8718","FS09EZR","2024-01-04"
"8719","OA34CKZ","2020-01-19"
"8720","MM82YTQ","2021-11-18"
"8721","JH89GIC","2018-03-26"
"8722","DL92JRK","2014-12-02"
"8723","IU38CRQ","2012-03-01"
"8724","NX20OHD","2010-08-11"
"8725","SM61AXA","2013-08-25"
"8726","KM06UEB","2021-03-13"
"8727","IZ79RSM","2018-08-17"
"8728","CY84JON","2015-05-02"
"8729","PI32AQM","2018-12-07"
"8730","LG85COX","2010-02-11"
"8731","VK12TYN","2018-11-19"
"8732","FV99IIQ","2009-08-08"
"8733","EW26LJI","2016-02-26"
"8734","XH88YEV","2015-05-19"
"8735","WQ60FSC","2013-01-18"
"8736","VU16QQK","2022-04-02"
"8737","OY13CLM","2015-09-02"
"8738","LZ42GFB","2011-01-11"
"8739","GE41HNB","2013-04-28"
"8740","EJ05YCC","2015-07-03"
"8741","EK69BWR","2010-01-02"
"8742","UX57GPB","2016-10-20"
"8743","LM13FDU","2016-04-13"
"8744","VB16XSL","2011-12-05"
"8745","RW62OJS","2015-07-12"
"8746","TB27JUS","2009-08-27"
"8747","KT26GXC","2020-11-16"
"8748","GB20LPJ","2017-11-15"
"8749","VG57SIN","2012-01-28"
"8750","XR40JSV","2017-12-13"
"8751","VQ07HZG","2012-02-11"
"8752","DO27VVH","2013-11-25"
"8753","NT17PVC","2013-08-05"
"8754","AM78ASG","2013-04-28"
"8755","JD28SSX","2015-04-11"
"8756","DG75IIN","2018-03-22"
"8757","KQ96VFM","2012-08-19"
"8758","PY45XWE","2010-01-19"
"8759","XH63KAL","2022-12-20"
"8760","LE72PLQ","2018-02-23"
"8761","NX46CWN","2011-08-01"
"8762","MS80MYF","2015-01-28"
"8763","NB36VAY","2014-03-09"
"8764","SS13ZAC","2020-05-26"
"8765","RU87UDW","2012-11-11"
"8766","LJ95NNF","2017-07-30"
"8767","UC69YTD","2019-02-07"
"8768","BD49TKW","2019-11-02"
"8769","WE96GUK","2016-11-23"
"8770","BC21GPX","2017-04-28"
"8771","HY97PSP","2023-05-09"
"8772","MF90NNW","2010-09-07"
"8773","BH67XXS","2022-12-23"
"8774","OP19VPR","2011-05-31"
"8775","IX37BIC","2010-02-26"
"8776","ED16MQK","2014-05-19"
"8777","ZW17ETA","2011-03-29"
"8778","YL29WRA","2020-07-28"
"8779","DD14LQP","2012-12-02"
"8780","EI12EKX","2009-09-01"
"8781","QO76EZU","2016-06-24"
"8782","WB42BPP","2011-07-13"
"8783","KY05FEA","2012-05-10"
"8784","QP74USQ","2018-10-02"
"8785","YF49IMR","2015-04-26"
"8786","HL59ZWE","2010-04-08"
"8787","ZE97QJN","2017-05-11"
"8788","LZ89RMJ","2010-07-23"
"8789","KZ03XZS","2018-09-15"
"8790","SD46NON","2015-08-18"
"8791","RP10IYT","2013-09-08"
"8792","ZV63HUW","2014-06-14"
"8793","LN57EHH","2017-11-04"
"8794","JH44DZH","2023-12-22"
"8795","RF11EXG","2012-01-06"
"8796","GE73NSR","2017-07-29"
"8797","QT57JZF","2010-03-13"
"8798","AA72EWE","2016-01-26"
"8799","MG77NWP","2019-07-30"
"8800","QB47UIJ","2019-02-08"
"8801","QT02MLM","2014-07-06"
"8802","PE25BSK","2010-10-09"
"8803","HV32ATU","2012-08-17"
"8804","VG14SLG","2015-01-15"
"8805","KQ82JUF","2019-05-19"
"8806","TB71EWL","2019-07-15"
"8807","VV70RGR","2012-09-07"
"8808","IJ98KBR","2015-11-21"
"8809","KS08YLS","2018-02-27"
"8810","BV79YKK","2015-04-10"
"8811","PR52RMX","2021-07-03"
"8812","YO97DJR","2014-05-10"
"8813","TU46ODN","2019-09-14"
"8814","HZ12KLW","2016-09-22"
"8815","SU08FAP","2017-02-27"
"8816","IV74ZXV","2023-06-19"
"8817","PH85LWU","2022-08-10"
"8818","IE33LDM","2012-11-10"
"8819","GA94LDT","2023-11-02"
"8820","RK06SIQ","2021-07-02"
"8821","RE92GEK","2021-10-25"
"8822","FW42AWI","2016-12-22"
"8823","FV51QMS","2020-06-20"
"8824","EM61GPO","2019-10-06"
"8825","NM73EED","2015-09-18"
"8826","BE47PWW","2019-10-07"
"8827","GI12VHB","2022-11-09"
"8828","YL22IAM","2022-08-27"
"8829","WY71BYD","2016-05-04"
"8830","CA73RLM","2018-04-26"
"8831","OE85ZCR","2023-06-01"
"8832","DS67RZL","2014-11-02"
"8833","BJ15RRI","2014-02-16"
"8834","XB57MCU","2016-12-14"
"8835","IK05FXK","2016-10-15"
"8836","NO32YCS","2016-05-29"
"8837","KF86KLO","2011-10-06"
"8838","OD35KTH","2013-06-15"
"8839","PW41DQS","2019-02-11"
"8840","MN75VSD","2010-11-17"
"8841","UR73RAM","2020-06-11"
"8842","KM17YHI","2017-03-24"
"8843","RI09OIS","2016-10-11"
"8844","LE17TET","2021-08-17"
"8845","ZU34NWL","2013-09-27"
"8846","OV19YWQ","2015-06-10"
"8847","PC09DXL","2021-04-18"
"8848","TK99PDI","2018-05-10"
"8849","GF86OVI","2023-03-23"
"8850","XY98VNB","2023-09-20"
"8851","SE28DMU","2023-09-26"
"8852","NE79YNX","2014-11-13"
"8853","MP25TDK","2022-10-24"
"8854","YW90GHK","2012-01-06"
"8855","GH40KTH","2023-04-08"
"8856","DQ82RTK","2018-11-14"
"8857","BF27OPK","2022-12-24"
"8858","FZ24DHI","2021-08-14"
"8859","IA27FUE","2022-11-17"
"8860","QR16GTC","2023-04-20"
"8861","OB15BMS","2019-02-23"
"8862","EC07MGW","2017-03-16"
"8863","WE25UUH","2018-07-26"
"8864","EE81ZYS","2012-10-07"
"8865","DS95TML","2012-06-06"
"8866","OE75ZCD","2011-02-12"
"8867","FN16BMM","2020-10-24"
"8868","ZY19OIT","2022-08-18"
"8869","MA97QOF","2019-01-12"
"8870","KX71BYJ","2020-06-15"
"8871","GT90UYF","2011-06-20"
"8872","UV55PAP","2021-11-07"
"8873","KL64KMN","2013-06-11"
"8874","TI17LAO","2018-03-29"
"8875","YH50TGI","2011-12-04"
"8876","QZ40ANR","2010-12-19"
"8877","YX37IQB","2016-08-07"
"8878","KE92LUR","2018-08-19"
"8879","OD73KNU","2020-01-04"
"8880","JZ89UPT","2010-09-20"
"8881","XA08QZC","2011-04-18"
"8882","OW99TAJ","2014-06-18"
"8883","SU16GUM","2022-04-09"
"8884","AN74CHU","2018-01-17"
"8885","IC49FLJ","2017-10-29"
"8886","UE83QQV","2012-10-22"
"8887","WO22GMX","2017-10-17"
"8888","UQ43WYY","2015-07-19"
"8889","JI59KDY","2021-06-21"
"8890","LP57UXA","2015-04-19"
"8891","HW38IHU","2020-10-28"
"8892","MO29IAE","2024-01-26"
"8893","LM78CPB","2015-11-10"
"8894","WU92CRZ","2017-06-06"
"8895","RR53STF","2018-07-16"
"8896","PS87ACL","2019-05-02"
"8897","VZ17VGH","2010-01-15"
"8898","KR47IFD","2016-07-14"
"8899","SG60EIP","2015-03-13"
"8900","YR32UEW","2023-08-30"
"8901","YW37EIK","2019-11-27"
"8902","QP58SLD","2021-07-12"
"8903","AQ70DEQ","2020-08-31"
"8904","HX25YXZ","2016-09-08"
"8905","YW21BHK","2009-10-15"
"8906","SH48PUT","2019-03-02"
"8907","GC27ZGC","2015-12-05"
"8908","YW70NQI","2019-07-09"
"8909","ZD35MOC","2017-10-20"
"8910","LW28UUX","2021-05-30"
"8911","CO12AXJ","2016-07-13"
"8912","NF80BAL","2010-04-19"
"8913","PS75BTT","2023-09-21"
"8914","QB33OCZ","2019-01-28"
"8915","AT81ZMV","2011-10-27"
"8916","CR94JVG","2015-09-18"
"8917","HX34KGG","2010-06-05"
"8918","NZ17BGF","2012-08-26"
"8919","FN33LZR","2012-08-17"
"8920","QJ20QEX","2021-01-05"
"8921","AG90GWF","2017-11-23"
"8922","XP57GUE","2017-02-10"
"8923","NZ36MAM","2022-05-05"
"8924","ZX20GKB","2021-07-13"
"8925","BD88EHL","2021-08-26"
"8926","QB90EIV","2018-02-16"
"8927","AV80JNL","2022-08-08"
"8928","HD61PHT","2017-08-22"
"8929","AN32BSK","2009-08-09"
"8930","UK89LQU","2022-01-25"
"8931","VC70HSE","2016-04-27"
"8932","TZ14JNH","2023-10-16"
"8933","NL32UPK","2010-03-09"
"8934","VU09ZOU","2013-04-26"
"8935","XS70DLJ","2018-09-14"
"8936","YS62DLR","2020-08-08"
"8937","TI04NEW","2019-02-20"
"8938","JD36PKC","2018-06-30"
"8939","LX07LZF","2019-11-05"
"8940","ER36KLO","2015-01-08"
"8941","HW63DQW","2016-02-11"
"8942","AM34UGJ","2012-01-31"
"8943","EO48LVQ","2010-09-09"
"8944","SZ63KXR","2010-08-01"
"8945","ZO66CVV","2020-11-23"
"8946","FF04HVP","2023-01-25"
"8947","ZE75QFM","2020-09-02"
"8948","OM43EIO","2010-01-05"
"8949","QQ79LGV","2013-04-13"
"8950","TH43ICT","2023-10-05"
"8951","PM65PDR","2012-09-09"
"8952","NV89FGJ","2018-07-25"
"8953","NR54TTE","2016-02-23"
"8954","UX67GQY","2021-03-15"
"8955","FI22LLK","2019-10-04"
"8956","FS34OEM","2021-10-26"
"8957","PT76JCH","2011-01-09"
"8958","KF64IEY","2015-12-23"
"8959","UB56TCW","2016-05-02"
"8960","YY55FBA","2014-05-30"
"8961","RR26NGS","2015-04-05"
"8962","UY68PDN","2021-09-30"
"8963","FE92NTV","2021-09-15"
"8964","FB19JOM","2020-08-22"
"8965","GS65UHX","2012-02-18"
"8966","DM49GIQ","2011-10-02"
"8967","IW90WGR","2014-11-14"
"8968","YI61KIY","2018-11-28"
"8969","ZL05MWP","2023-05-20"
"8970","AU19ZXY","2015-08-10"
"8971","FP50IMW","2017-05-15"
"8972","DK64BDF","2017-11-14"
"8973","HG21YGS","2012-05-11"
"8974","GJ57FAD","2012-01-04"
"8975","KC91ACS","2018-04-26"
"8976","IW61OTZ","2015-02-15"
"8977","MD17UXE","2023-05-31"
"8978","VF10JRI","2013-11-28"
"8979","OT87QDR","2019-03-16"
"8980","NC22QDX","2023-04-12"
"8981","LA97NCG","2015-05-12"
"8982","OH49YAJ","2015-10-20"
"8983","WF33ZTN","2023-03-26"
"8984","QP21XOI","2018-08-04"
"8985","KS50ZYB","2015-09-04"
"8986","SK26YFX","2017-10-19"
"8987","UA46SMT","2015-08-16"
"8988","EH36WQI","2019-05-30"
"8989","GK55LBU","2019-11-14"
"8990","TF58RXO","2013-01-30"
"8991","NL21RBX","2012-07-22"
"8992","DL53PIZ","2015-07-06"
"8993","US31VGN","2009-10-30"
"8994","QB72MJQ","2016-05-13"
"8995","QS09XCB","2022-10-15"
"8996","JM11ZCS","2019-03-10"
"8997","AK02QXB","2023-06-09"
"8998","BI11JLO","2012-07-07"
"8999","KB95CIL","2015-10-21"
"9000","ZV33HKW","2016-02-01"
"9001","PC25POI","2012-06-13"
"9002","KX45QZT","2012-04-02"
"9003","LA20UDZ","2022-05-12"
"9004","FM78JGC","2019-07-13"
"9005","AW83SPI","2020-10-11"
"9006","MN27FLB","2011-08-21"
"9007","AK97IXY","2015-01-20"
"9008","BM42QRH","2020-02-28"
"9009","LL53FEE","2023-12-04"
"9010","OS46BVR","2022-04-30"
"9011","CU06GQN","2014-09-04"
"9012","CI47APQ","2022-10-10"
"9013","SJ21GIE","2011-03-03"
"9014","DO74BUL","2010-08-22"
"9015","JQ85EUW","2016-04-21"
"9016","QX23WHY","2010-04-25"
"9017","TP98SKW","2021-02-07"
"9018","IK76JYD","2015-12-10"
"9019","KG35XEA","2010-01-18"
"9020","IT98ZGH","2022-11-06"
"9021","SK60LIQ","2018-07-26"
"9022","HN04QUV","2022-07-05"
"9023","NC03EJW","2022-12-28"
"9024","FP01EYA","2024-02-28"
"9025","UU09FNS","2017-04-03"
"9026","VM10AYA","2012-06-14"
"9027","KV08WDQ","2012-06-11"
"9028","TA41RWW","2023-07-10"
"9029","EI97BPT","2017-07-04"
"9030","MO58QCO","2013-05-15"
"9031","OW93THG","2009-08-19"
"9032","PU67MZY","2011-08-13"
"9033","SG93GYN","2020-01-30"
"9034","BJ01NZX","2013-11-10"
"9035","ZY57QUC","2010-01-20"
"9036","YR68BAM","2010-09-18"
"9037","WN03PGQ","2020-04-26"
"9038","CR72QBO","2019-04-19"
"9039","ST27DRH","2013-07-25"
"9040","GQ09QSA","2015-02-16"
"9041","AT05UZR","2010-06-12"
"9042","NA40MDA","2020-05-27"
"9043","SL57PHS","2016-09-04"
"9044","XO73KUG","2012-08-16"
"9045","DJ46YUB","2014-08-13"
"9046","QD54WCD","2023-10-29"
"9047","BS57QVB","2015-11-18"
"9048","AY76MXY","2010-10-14"
"9049","SD69FUD","2015-11-23"
"9050","ID08SVH","2020-11-07"
"9051","CJ46GAJ","2019-07-21"
"9052","CP71GYB","2010-05-18"
"9053","VX71WNA","2016-05-29"
"9054","KC38MLE","2015-07-17"
"9055","RD94DPR","2020-01-05"
"9056","FR90GUA","2018-11-08"
"9057","IE52EKQ","2012-08-30"
"9058","CJ69GDS","2020-12-21"
"9059","XU70CCH","2018-09-10"
"9060","KO21JYP","2017-04-29"
"9061","MJ28KDT","2019-12-24"
"9062","QK99PUS","2014-12-26"
"9063","HT56JYR","2011-12-06"
"9064","OB19VBD","2019-03-14"
"9065","RE54SXG","2015-08-09"
"9066","GA54PXD","2021-03-19"
"9067","DA69BBH","2018-07-30"
"9068","RB78KTI","2010-10-05"
"9069","DH46DCJ","2020-09-18"
"9070","XJ79HMV","2024-03-23"
"9071","VL67QZG","2023-07-25"
"9072","RB17JKK","2022-03-24"
"9073","CE63SMJ","2023-09-22"
"9074","QJ70CEM","2019-07-27"
"9075","ZR41ZLL","2011-12-21"
"9076","WI17HGZ","2021-02-21"
"9077","GB84PRW","2022-06-18"
"9078","ZR49KDQ","2017-11-19"
"9079","YZ54JWZ","2013-11-25"
"9080","TP42GMC","2009-08-07"
"9081","UW89HVR","2023-11-02"
"9082","WI92IPP","2019-11-28"
"9083","BK03XZV","2023-05-17"
"9084","FM94CHU","2024-04-13"
"9085","TP65NKA","2017-08-31"
"9086","IB14UOB","2013-04-01"
"9087","FG97ALH","2012-02-22"
"9088","QR63DPD","2016-02-08"
"9089","OR52MHM","2011-07-25"
"9090","IG99ZWD","2016-02-24"
"9091","QZ17LMA","2020-04-09"
"9092","GG51VKD","2019-11-14"
"9093","HV52RJQ","2020-04-18"
"9094","BI38JAV","2012-02-16"
"9095","QD53KHL","2021-10-27"
"9096","PC63PAB","2011-01-19"
"9097","IZ72HSR","2016-06-08"
"9098","WB54AOQ","2022-01-23"
"9099","LL96IDL","2020-02-09"
"9100","LL48PGE","2014-01-07"
"9101","MR72CBF","2019-07-28"
"9102","WQ93SUR","2016-06-13"
"9103","QE95ZNY","2016-11-08"
"9104","RM39DXD","2023-12-15"
"9105","DO85MGO","2011-03-29"
"9106","ML43HCR","2014-01-09"
