"placa","marca","modelo","anofab","licenca"
"PH32BGG","Ford","Escalade",2013,"SjOzkzTK"
"TC03OWG","Volkswagen","Durango",2015,"OzJPObXH"
"KO68KQQ","Chrysler","Ranchero",2022,"wbWQHEXj"
"DY96YNK","Land Rover","Civic",2018,"cuOYHctH"
"GJ29OYK","Polestar","Model X",2018,"FRqBexVQ"
"PJ66JEO","Volvo","Beetle",2018,"tHSbLFVA"
"LP63CMC","Ford","Countach",2019,"nWFEOyjO"
"RE55GFB","Bentley","2",2022,"HwlJpWlp"
"XC29PRM","Mini","Jetta",2015,"eQGktUam"
"NN65QAF","Toyota","Alpine",2019,"uRBiTxkg"
"SW31KXG","Lamborghini","Cruze",2019,"QymwvpMf"
"OU75ZKX","Fiat","Taurus",2014,"yHJWGUas"
"KP08LQN","Rolls Royce","Sentra",2015,"pLyvzAJi"
"HD70SBH","Jaguar","2",2015,"HmerINpZ"
"YR57ZOQ","Jaguar","Camaro",2016,"XWGmvWjv"
"SF09DYY","Tesla","Durango",2017,"PYVsaTPN"
"BA35SGI","Mazda","Taurus",2012,"zAATXwyI"
"HI96NNR","Polestar","Taurus",2016,"AjiPDpPC"
"XY27SAG","Maserati","Camaro",2020,"BmkSnlnw"
"SL37XQA","Mini","Impala",2014,"ZMQQXuQK"
"YX70LQK","Cadillac","LeBaron",2010,"KCwiXEwp"
"ER04WLA","Rolls Royce","Mustang",2018,"ftAmzApT"
"ET14GID","Chevrolet","Grand Cherokee",2018,"AIuEWQkm"
"CG48VGM","Volkswagen","Durango",2015,"QUcZOIaw"
"IT26FFV","Smart","Fortwo",2016,"OMOYHdaO"
"TU53BWP","Honda","Element",2019,"OQsgsITX"
"DM45WKO","Kia","Taurus",2016,"iWTtmkYH"
"PY09UHA","Land Rover","Durango",2016,"XTLGkZqT"
"VI14OLW","Bugatti","Prius",2014,"OPslypQq"
"UC42GSX","Volvo","XC90",2018,"zqSUbFBh"
"GI65WDO","Smart","2",2016,"daRuiQzE"
"ZU16APG","Land Rover","Malibu",2016,"QOxUSKXW"
"VR18XLS","Jeep","Model S",2023,"VYdzHGKq"
"BR51GMW","Kia","Prius",2023,"SPCgkYFT"
"MZ72OIV","Mercedes Benz","Escalade",2020,"oLCyFkUM"
"FT00QUD","Land Rover","Alpine",2019,"GXxHPzbV"
"CJ23GPJ","Ferrari","Expedition",2016,"OMAApMxw"
"VE77QGP","Mazda","Model S",2010,"fvGICuNI"
"RP99QOY","Polestar","Altima",2023,"WcubbAmk"
"VT37ULL","Mercedes Benz","Focus",2023,"OQDVBMQx"
"OD27QNV","Mazda","Camaro",2017,"YJZDDCld"
"JI63NPX","Audi","Grand Cherokee",2021,"zHZmrYCm"
"US01WLY","Audi","Impala",2014,"tQBMmrYi"
"OQ83HAC","Cadillac","Cruze",2012,"CtzaRRDp"
"ET98AKF","Ferrari","Altima",2021,"utrTpPaF"
"AS88VEK","Tesla","Fortwo",2023,"kbEwXUmN"
"VX20ZVN","Rolls Royce","Camaro",2017,"MsHYDBne"
"EI36EPI","Lamborghini","Focus",2021,"LUnTlUNO"
"QE20TKC","Kia","Model X",2019,"vOfVIhFz"
"IE11RXN","Toyota","Model S",2010,"QAhLcPtA"
"IP73OEW","Aston Martin","Impala",2021,"pdjQpvgl"
"ZK35HJB","Polestar","Land Cruiser",2014,"CRlrWucB"
"IA55YPI","Rolls Royce","Fortwo",2023,"nIjAlERQ"
"OE64EZL","Nissan","Fiesta",2010,"iaPwpYno"
"NS54IOG","Rolls Royce","Model S",2011,"oMHyIorY"
"CK78BSS","Dodge","Taurus",2014,"FMikwdJC"
"UW09YPR","Rolls Royce","Expedition",2024,"XXWdoXjz"
"KI56ISR","Lamborghini","Roadster",2015,"LNQWCWqg"
"FA19SLY","Maserati","911",2018,"iQpLsEgu"
"ZM26OAU","Bentley","Aventador",2012,"NksElGIl"
"SU50SJT","Nissan","Malibu",2020,"pWwTToqb"
"FD24WTW","Nissan","Prius",2022,"NpAfzGKv"
"NB46BRR","Toyota","Impala",2020,"eUXpvYoo"
"YQ80KRH","Audi","Model S",2015,"cEciNRiA"
"OQ14XMK","Volkswagen","Charger",2017,"OPotblki"
"GN82FNT","Volvo","El Camino",2016,"HOhWdGkE"
"AR75MUG","Ford","CTS",2010,"sGZbRRCD"
"NH59BDN","Toyota","Model 3",2018,"njhZEsZL"
"AR60YGQ","Chevrolet","Focus",2015,"JhsbltGE"
"IA01VQI","Chrysler","Countach",2018,"DwIczqzv"
"SR60NLD","Ferrari","Camry",2012,"ifxxYlaj"
"NM45WGP","Polestar","El Camino",2023,"GApwTjSZ"
"HB93JLV","Cadillac","Explorer",2018,"pXSWnMep"
"ZX95WAW","Maserati","F-150",2015,"DSUcTMpv"
"LB40LEH","Jeep","Silverado",2010,"KxRWNiYA"
"TX60FUG","Honda","Sentra",2010,"ihQzSoDE"
"JJ17RQQ","Chevrolet","Explorer",2014,"ZPOPstfb"
"CY50IET","Cadillac","Ranchero",2011,"RyRZoRoB"
"TH33GAS","Kia","Accord",2016,"GcBCyWQl"
"DB94WKM","Jeep","Golf",2023,"nvXtOLoH"
"UV06YKD","Porsche","Fiesta",2010,"OsdvJiyF"
"MR93DBU","Chrysler","Golf",2014,"ESwGBqtm"
"OB61AWE","BMW","Model S",2013,"vquTjgpo"
"RT82JHB","Nissan","Model X",2012,"aLRdopNg"
"GR83UCN","BMW","Land Cruiser",2010,"ZsYmNZtf"
"CH78MSU","Smart","Accord",2012,"qeMiRVPu"
"XF05BTN","Cadillac","Spyder",2015,"zhVWOmZT"
"BG00HLK","Land Rover","XTS",2018,"lexJZxzF"
"RE53PUW","Cadillac","El Camino",2021,"RgIfZXRb"
"YR90UWS","Mini","Model X",2013,"qFKzjjcw"
"QV46IFB","Ferrari","Altima",2021,"dZBFDcQE"
"UL54ETU","Smart","Aventador",2011,"TNOHDJQX"
"XO76CFB","Hyundai","Wrangler",2020,"nDdJUVIk"
"WC71FMH","Dodge","Corvette",2022,"BsAjWvNe"
"LI80ZMZ","Cadillac","Wrangler",2021,"KoAmqlqr"
"WJ55XKW","Mini","Ranchero",2011,"uTaCuRQV"
"EQ10AQB","Honda","XTS",2020,"RDbKGMZF"
"NB12UQY","Bentley","XC90",2010,"ytJMlSdw"
"BF48RRL","Ferrari","Focus",2023,"AsnPnChH"
"ZZ37JCW","Polestar","Challenger",2021,"qoIzmPpb"
"OR26UHD","Lamborghini","Fiesta",2016,"eAoGMdvJ"
"SB71POF","Ford","F-150",2016,"ymlHqRLx"
"TW64UDP","Jaguar","Focus",2021,"jlWTrkLu"
"GD08WGW","Hyundai","Explorer",2022,"LauIkcdz"
"UG57BWT","Mini","Altima",2018,"AKXWmrpr"
"YV79LOO","Maserati","V90",2015,"LBtVDLjL"
"XG27GRZ","Nissan","911",2021,"avjJPTIi"
"NL24XUS","Jaguar","ATS",2024,"mJAnGhFQ"
"EK19ESG","Fiat","Alpine",2013,"TioxRqqb"
"UY17QZN","Bentley","Alpine",2014,"wErZjDxz"
"WE84UYB","Hyundai","Camaro",2016,"iCFQTVnq"
"WC64DKT","Porsche","LeBaron",2020,"HlAYRTbl"
"EM40AYK","Land Rover","Challenger",2016,"jetLksgz"
"VV20HXP","Chrysler","Volt",2020,"GtBeYfNe"
"UB66TYY","Jaguar","Fiesta",2015,"WkHzbOym"
"KX98BXN","Fiat","Aventador",2020,"tXhfZFzx"
"FF88YNP","Bentley","Model 3",2013,"KIkSuukI"
"GZ49UUS","Nissan","A8",2023,"MTNZMXQu"
"DF96PZX","Mini","Model T",2014,"nGVHtYgN"
"XE24PST","Ferrari","Altima",2019,"CxfZXwBX"
"TH13TLT","Volkswagen","Jetta",2016,"OfcoukZE"
"MG79KJG","Tesla","Grand Cherokee",2019,"WJWtTcYu"
"WR41DXH","Toyota","2",2021,"ewGjkfSp"
"VO29YZY","Bugatti","Cruze",2014,"yZifFYRd"
"FP21SKX","Aston Martin","PT Cruiser",2012,"IpGizHwn"
"MX30RXM","Nissan","Model X",2017,"IRCPVlFl"
"XT20BTN","Smart","Fiesta",2013,"MHqWIRdi"
"VD54XCN","Hyundai","Model T",2021,"lsHHyzGZ"
"EG02YSR","Ferrari","Fiesta",2020,"tjCWKrPa"
"BY24QRW","Mazda","Jetta",2022,"IqPHDlpu"
"GS27IKZ","Chevrolet","Prius",2019,"vebgIOYB"
"DE56XDH","Jaguar","Cruze",2022,"HFWAWDHX"
"EO57NUM","Nissan","Ranchero",2014,"wUpbxTap"
"HU30DEY","Polestar","F-150",2012,"QvReHjqU"
"ZB86UVC","Polestar","Model T",2018,"BkslLRqC"
"JC36CAB","Mazda","F-150",2018,"KREvjOGz"
"QX05KRI","Lamborghini","Countach",2016,"YRildnyf"
"PS20FFY","Fiat","Accord",2023,"UqrKmlQC"
"VX27YIO","Mercedes Benz","Spyder",2021,"cEpqbypQ"
"AL16VND","Volkswagen","Escalade",2018,"ORmjINHG"
"JS25GCQ","Ferrari","XTS",2020,"cqdLnTvj"
"YT73LCF","Lamborghini","Challenger",2015,"AMBZMSMY"
"HN12VED","Mini","XC90",2017,"ZQuZMzOV"
"QI04LQD","Audi","Ranchero",2017,"tolviNyW"
"UO95NUX","Jaguar","A8",2016,"zAbxoNxO"
"IJ06AXB","Polestar","CTS",2021,"PoNzmLtQ"
"ZW49GOF","Jaguar","Taurus",2017,"hHxzPFlq"
"AL72AJB","Maserati","PT Cruiser",2020,"ajUuzciD"
"BR11GCT","Volvo","Grand Caravan",2014,"gZdKqilC"
"LE39LYH","Polestar","CX-9",2012,"tYBiWIaX"
"YZ71BWE","Bugatti","A8",2015,"AgnycTVS"
"XL97VHN","Porsche","Element",2023,"erKfzLRH"
"QN80MXL","Bugatti","A4",2022,"YDafTCNI"
"TO05XEF","Ferrari","Wrangler",2021,"zQVarVkZ"
"XB55HLQ","Mazda","Civic",2018,"URhCVuxx"
"EN84SIA","Jaguar","Corvette",2011,"wElMSsal"
"VX96VLR","Nissan","Mustang",2011,"cYQNRkJz"
"YN92BZQ","Tesla","Grand Cherokee",2019,"whFqjoEs"
"VA24ZQA","Volkswagen","Malibu",2020,"zGrhIibL"
"ZD03YRJ","BMW","CTS",2017,"VwwYsMjP"
"VH24YHJ","Jaguar","Beetle",2019,"LejYxVaY"
"IP57SAN","Chrysler","Explorer",2022,"zXmNLSdP"
"AM70ISQ","Chevrolet","Durango",2012,"cPrMVDCd"
"ZB67VCJ","Hyundai","Land Cruiser",2014,"mTkIXgBa"
"KP69CJT","Rolls Royce","PT Cruiser",2010,"DMyazOco"
"DV33MWA","Chrysler","Civic",2015,"CHVaRXjJ"
"DY81IFY","Mazda","Mercielago",2015,"IifGvYUl"
"TL32EQF","Chrysler","Sentra",2021,"ycRRCGZI"
"JK51KFF","Mazda","CTS",2020,"XxRMoicQ"
"IO58ZAS","Dodge","Escalade",2012,"wAeuhZQw"
"GY77ITH","Bentley","Model T",2023,"edbRCsDr"
"BC27CAC","Volvo","2",2020,"BQWaRRBK"
"GV32AFJ","Ford","Mustang",2013,"RxUJiAyr"
"FJ09DQG","Chevrolet","Fortwo",2022,"ytYYdZJR"
"JC82ROI","Dodge","Model X",2014,"YZCbujdx"
"NU55VCX","Lamborghini","Beetle",2010,"gtOHbzsl"
"EJ43HMC","Porsche","Camry",2014,"jEunKgvC"
"QG90GDV","Mercedes Benz","Model Y",2011,"ygIvuVAH"
"UV51TBZ","Chrysler","Golf",2022,"NyIbvoaR"
"JS06FEN","Porsche","Grand Cherokee",2019,"vFMeWreo"
"XP88QHE","Smart","LeBaron",2017,"mITKYFyS"
"OM44KBT","Porsche","Golf",2019,"sVKFZsLh"
"LD07OHL","Chrysler","Aventador",2022,"pJBxpUbD"
"QE18DJI","Ford","CX-9",2014,"ayhEEYzy"
"XH14CJG","Mercedes Benz","Civic",2024,"XwYymqmb"
"TD35ZTU","Land Rover","Cruze",2022,"fnRYdThu"
"CZ96AUD","Volvo","Altima",2013,"jlPdBeCe"
"SI38LFF","Mercedes Benz","El Camino",2023,"iDxkbteM"
"WN13EGK","Porsche","Silverado",2015,"YiAltXPz"
"ZQ37QDW","Jaguar","Camaro",2014,"bCqnLZQk"
"VN64JIM","Toyota","Prius",2018,"eNkHCZvc"
"HB48JIN","Smart","Impala",2015,"QbmlJBBk"
"IP30ZQQ","Cadillac","Mustang",2014,"BleFEcKi"
"TQ95DFW","Polestar","Model 3",2012,"HJGvuzZz"
"NO66KPQ","Mini","XC90",2020,"oGhaqYPG"
"CX09JYN","Nissan","CTS",2014,"QxhPCHwJ"
"DT86QPF","Audi","Taurus",2023,"YmkdApaQ"
"CC06DGP","Ford","CX-9",2017,"YKplVCNi"
"LU64GWM","Bugatti","Countach",2014,"TKfISIea"
"KS10FTW","Mazda","Golf",2013,"CsdnRMOR"
"BE76GCG","Hyundai","Cruze",2020,"AjJyIHVf"
"UQ15MFD","Bentley","Grand Cherokee",2014,"AOgBFFME"
"EM63BZW","Maserati","911",2022,"hqqWKteb"
"VK84WPU","Rolls Royce","Challenger",2021,"ovEdLMCt"
"LH98RXB","Nissan","A8",2015,"kzcLWjKP"
"AM85OPD","Audi","Model 3",2020,"aPPrXrcb"
"II98KDD","Volkswagen","Beetle",2018,"YDgtOvUr"
"JQ78LYV","Audi","El Camino",2017,"suwgxQTy"
"XE47AMV","Jeep","Fortwo",2016,"HvsvoFYa"
"NV90XNN","Nissan","Wrangler",2013,"GFOfKOEn"
"YG58WYY","Jeep","El Camino",2018,"bSRmbfLJ"
"VL28ZSU","Polestar","Grand Cherokee",2022,"TsGElNCT"
"NS82ERK","Lamborghini","Model X",2015,"HlKtMlYr"
"QI70SAY","Audi","Land Cruiser",2015,"GbDIwuOM"
"NX02BFJ","Fiat","Ranchero",2012,"sFbRKhtf"
"NQ94AXR","Honda","CX-9",2021,"inZIjZSN"
"DD83VBN","Polestar","V90",2011,"ZrjwyStA"
"KN76IYH","Nissan","Element",2023,"buQNQczb"
"DZ60UGW","Mazda","Volt",2022,"ToPUvvPd"
"EE14MGF","Mini","Model S",2021,"UJBeqpHt"
"JV29GRB","Volkswagen","Grand Cherokee",2014,"PgozXYTn"
"EK53YBO","Mazda","Jetta",2015,"ZHDGWXMQ"
"ME52NCY","Jeep","911",2015,"ojJgLFQY"
"CR07FRC","Jeep","Model T",2011,"EDROJWsx"
"GV75WJE","Tesla","Charger",2015,"TNquZvhp"
"WZ20PHF","Jeep","Fortwo",2012,"StQTZXrf"
"EN65XAG","Honda","Grand Cherokee",2022,"VGGsvwLU"
"NX76XYR","Bentley","Camry",2011,"hSpbQtaN"
"PR54BJT","Land Rover","Corvette",2020,"SatXdssZ"
"NS12OIZ","Bentley","Land Cruiser",2018,"ERbOcmcf"
"LJ77ZOG","Jaguar","Charger",2011,"cJuzqYzE"
"YB76UPG","Ferrari","Model S",2024,"mNZogdwJ"
"EW06EJC","Maserati","Element",2012,"GAFjfmEz"
"RS26JJT","Chrysler","Element",2015,"GzWhfebd"
"PL05EMH","Land Rover","Model T",2014,"btmisfUQ"
"GW99JGC","Fiat","Mercielago",2013,"jOKejzFu"
"KP46QHF","BMW","Sentra",2019,"nDTuEbQU"
"GW38TAJ","Smart","Altima",2022,"rtuRYuFm"
"FO00YZA","Volvo","Malibu",2017,"oiJDWrNP"
"JM57KPC","Land Rover","Cruze",2020,"jwkDGObW"
"YB91ROY","BMW","Model 3",2012,"LLyrdOdG"
"VD09FHZ","Audi","Explorer",2014,"KJkblNpA"
"CH15XWF","Land Rover","Accord",2016,"LeMlAfYt"
"CV57EVS","Mercedes Benz","1",2020,"BGFAknFx"
"VY61ZLR","Polestar","El Camino",2023,"MhUpFwbx"
"OV90HZX","Volvo","Element",2023,"LBcCsWjO"
"PN95KEB","Volvo","Cruze",2014,"QQVhgntR"
"OR70QQZ","Polestar","PT Cruiser",2020,"hBYQqLit"
"XO88NZH","Smart","LeBaron",2022,"MwsFpgpP"
"EQ63LOK","Mazda","El Camino",2020,"pUfzZqEO"
"TC09YBQ","Toyota","Ranchero",2015,"RZFfuhNv"
"HP56RLS","Porsche","Model S",2011,"SIIjDcsK"
"KA12TVS","Ford","Model T",2023,"YNTDyMUa"
"LD37MIU","Audi","Escalade",2016,"uvxNsHiC"
"YB04FUH","Audi","Model Y",2011,"ecFtdDHW"
"FA01DGL","Mini","Jetta",2016,"hESXPsig"
"TM59IQS","Ferrari","Silverado",2022,"ZxlBldjv"
"BB70LAF","Nissan","XTS",2015,"kGCZZvKo"
"GQ44MPQ","Bentley","911",2013,"FMbSPlWt"
"JX07IVN","Fiat","Colorado",2014,"ODnRrfRb"
"WT37IBE","Bugatti","Charger",2017,"cHjGWEbs"
"GL76BCF","Volkswagen","Countach",2018,"ZRaFITOM"
"BP86XCX","Kia","Beetle",2023,"lAhrlwKx"
"BC71CMN","Bentley","Corvette",2018,"MyMHyykq"
"KY95EUV","Honda","Prius",2020,"dpSgzFRx"
"UB79FCM","Chevrolet","Countach",2019,"lWPGMVoF"
"XZ09HLQ","Cadillac","Volt",2012,"ynQNDWOp"
"TV46TPY","Polestar","Aventador",2020,"PKgMtxrD"
"HV18QMZ","Honda","Accord",2016,"tgHvLkeA"
"WI93GJP","Dodge","F-150",2019,"aCfYbIHo"
"AN67ZLU","Polestar","Land Cruiser",2022,"HrERxlFw"
"TJ84OCM","Mini","Camaro",2018,"jVsqfsxu"
"PL82LGL","Mini","Beetle",2014,"bOOlvadY"
"OC24EKP","Bentley","Element",2019,"qreaFhAV"
"LW77YPB","Smart","Fortwo",2022,"XMorMHcy"
"YM61HLS","Lamborghini","Civic",2022,"CVtMXbSs"
"GG88CYX","Land Rover","Countach",2013,"JOqpGeXu"
"TQ03CWH","Jeep","Grand Cherokee",2019,"WaGFnSvS"
"DR09NOT","Aston Martin","Alpine",2024,"gmHbVULw"
"EB43PPV","Bentley","A8",2016,"DRomPgUt"
"JT15YTD","Ferrari","Grand Cherokee",2013,"UqobTsTf"
"HT41NNV","Dodge","Malibu",2012,"TNuXrcut"
"YE86FJK","Hyundai","Impala",2014,"XSuCZDGJ"
"KY29RRU","Nissan","Alpine",2017,"PBaRNwAs"
"CE73QJE","Ford","911",2020,"JrQcwFpU"
"FQ17ZGM","Porsche","Land Cruiser",2012,"gLjNUNUe"
"TX57PAA","Jaguar","Malibu",2015,"mdBxyHts"
"NE22XIC","Chrysler","Golf",2011,"FOkAvTPJ"
"LL55RSJ","Toyota","Land Cruiser",2018,"NPXJAyue"
"SS92GLP","Hyundai","Charger",2021,"foBbXUNo"
"TF00WTW","Honda","Focus",2011,"aBYvlsHG"
"LK18UGM","Mini","Ranchero",2019,"CcfufdoH"
"VR86MZK","Chevrolet","Grand Caravan",2021,"lMRGkfgw"
"GX83AGH","Mercedes Benz","Camaro",2013,"qipWeQys"
"GE59PEK","Mercedes Benz","Jetta",2011,"xVOwqUZq"
"LL34WKL","Polestar","F-150",2022,"qXgqMNbv"
"NU32HZV","Maserati","Accord",2023,"pahDouYc"
"BA03YUY","Lamborghini","PT Cruiser",2024,"BhCxmMYY"
"LA30MOX","Aston Martin","Focus",2017,"bejpAVCr"
"IV40GLH","Chrysler","Sentra",2022,"qFNmPVBT"
"PK35BYU","Cadillac","Model X",2018,"tbfaiDRd"
"LZ94LYJ","Dodge","Camaro",2016,"hucHeWds"
"LR32VNO","Ford","2",2021,"fayigKJx"
"IZ77KBE","Polestar","CX-9",2014,"txOqidpi"
"GM51VZS","Honda","A4",2012,"FqPKHFhi"
"HB19FHD","Nissan","Expedition",2023,"xMJuxjUH"
"BI01AMD","Jeep","Impala",2017,"qPjuXxaW"
"OK56HWB","Maserati","Fiesta",2018,"VLrlAuNT"
"QP49VDA","Nissan","Grand Cherokee",2011,"TrfPMYWT"
"SC99SNO","Rolls Royce","V90",2020,"PvumuoyB"
"GE21SZE","Lamborghini","Accord",2023,"HHehogpA"
"XD15GAD","Nissan","V90",2011,"Hsijskhp"
"JP56QFI","Nissan","Sentra",2011,"FyCIEMZs"
"HC30KHH","Ferrari","Countach",2015,"OmAyQqoO"
"GR67BEZ","Jaguar","Model Y",2017,"gotRUSRz"
"JG72EIR","Audi","XTS",2017,"oFkIzNOi"
"HH91FPN","Smart","Ranchero",2022,"JqlBKYGe"
"PG65NIJ","Mini","Accord",2016,"ruXPkMiO"
"SX27YCY","Fiat","CX-9",2022,"WKtBkazK"
"PF89RFH","Polestar","Altima",2013,"rufAKkSe"
"NN29DLT","Bugatti","Wrangler",2015,"WznYUDCe"
"SH99LWV","Jeep","Grand Cherokee",2017,"LaraUAmG"
"PH09KHD","Jeep","LeBaron",2022,"PmhMhjGO"
"UH80FAS","Jeep","Model 3",2017,"ClDmLmJP"
"GD14UYR","Bentley","Mercielago",2015,"nXheVtFR"
"TC56NMJ","Bugatti","Roadster",2016,"PgEHPXld"
"PD03DQD","Chrysler","Corvette",2011,"fzZBCWNM"
"WP42RWN","Lamborghini","Fortwo",2014,"iOMZWwUj"
"YY17UFR","Porsche","CTS",2010,"ADFWOKIM"
"FV19IRU","Lamborghini","Grand Cherokee",2014,"JyqvjeCq"
"MY39BBW","Ford","El Camino",2023,"xTrBljVA"
"YB08WVB","Volvo","Colorado",2021,"bCqTrPgc"
"QX60WMB","Fiat","Model T",2023,"fGlsppTB"
"UH53DII","Lamborghini","Camaro",2023,"PAMxJZXH"
"RA56ZDL","Tesla","El Camino",2012,"XstWEaph"
"QH37NGP","Fiat","Malibu",2014,"GRPpTNal"
"UU19CHS","Volvo","Charger",2019,"WnYBlQTY"
"UM05RIF","Volkswagen","Cruze",2011,"Ncduhryl"
"ZJ48ZRJ","BMW","Impala",2017,"oNiFuMgc"
"WQ41FJN","Jaguar","1",2013,"pNKzqygF"
"WM45BBT","Maserati","Model T",2014,"ksRSKfQC"
"QS46YFX","Polestar","Corvette",2014,"oFxfrVNZ"
"BN68JSQ","Land Rover","Aventador",2020,"MWXKIKkx"
"JW25QLZ","Volkswagen","Golf",2022,"bGnWaWTh"
"TP06VRQ","Land Rover","Focus",2022,"lpipNNmT"
"AZ21CCS","Chevrolet","CX-9",2012,"nipXKZiV"
"JO86NLG","Bentley","Model Y",2013,"yeYfXuaQ"
"JP61KJL","Polestar","Cruze",2014,"taxdLBch"
"OM98IKB","BMW","Expedition",2022,"RRivQiam"
"EC49MNB","Ford","Model S",2011,"BgywYQIo"
"XB19BRS","Audi","Camry",2014,"CtgfZdoI"
"PY54UGW","Maserati","Ranchero",2018,"jnfeeRjr"
"LQ43NYQ","Mini","F-150",2011,"ihPOSGzw"
"LH79OLO","Polestar","XTS",2012,"FAGnaVvx"
"PM82LAR","Hyundai","Accord",2017,"XJnOpcnK"
"QN73ARC","BMW","Aventador",2022,"pJoqEcXH"
"JR88VVJ","Chevrolet","Challenger",2019,"mLlCfyHt"
"ZY32LFA","Jaguar","Durango",2015,"XIEFcdRj"
"HO63SYC","Lamborghini","Durango",2013,"EPcZvunq"
"VL22KUT","Lamborghini","Alpine",2019,"rEgfmsCZ"
"RZ02VUB","Mini","Mercielago",2019,"cwhmGrtm"
"TQ32FUP","Polestar","Expedition",2012,"VwNwxBKJ"
"SS87RVP","Honda","Camaro",2014,"WIvAOSbX"
"WY74MHH","Cadillac","Model S",2011,"uWQczrZZ"
"PM49APX","Lamborghini","CX-9",2018,"vbkcseLH"
"LG61DOB","Kia","Silverado",2016,"jVkgKSfb"
"AC74MPV","Nissan","Wrangler",2014,"LEocCCOT"
"AR18YOP","Ford","Charger",2012,"BWvQmICR"
"NY51SCM","Lamborghini","Silverado",2017,"hNmwRCRe"
"HK48NEQ","Audi","Explorer",2014,"stoxgJZX"
"MF10WQK","Tesla","Taurus",2017,"laQunrkB"
"FC31KPQ","Rolls Royce","Silverado",2011,"xIpfqvgN"
"KQ61YWB","Mazda","911",2022,"ukVJYuQE"
"JM87VUP","Ferrari","Altima",2023,"vzKYLbqD"
"DT37ZZI","Land Rover","A4",2019,"BFjGsNnh"
"GA55SNQ","Audi","Accord",2023,"GlTGxJql"
"OU14EXR","Cadillac","Escalade",2023,"BhmLtejQ"
"FB10QCZ","Rolls Royce","Civic",2021,"YKXDlnFG"
"RH96ERV","Kia","1",2017,"qlewNNMH"
"IP53URK","Nissan","Volt",2014,"kOrGFhHm"
"VL31UJX","Volkswagen","Camaro",2021,"btdGYtNj"
"MK87UZB","Volkswagen","Beetle",2022,"NcUarKzu"
"GM39IRO","Jaguar","Camaro",2022,"smPddxPT"
"EB17BQI","Mini","Aventador",2021,"mvokPDPS"
"PJ65VZP","Volvo","Challenger",2021,"DmswkguV"
"RP18OZG","Aston Martin","Fortwo",2013,"KOAhbNym"
"AU15ZON","Hyundai","ATS",2017,"mIMUPqTg"
"KW33SYL","Mazda","Grand Caravan",2012,"DluZUZoW"
"RL80YDB","Porsche","A4",2022,"GRHLSwRt"
"NU29TQI","Bentley","Explorer",2016,"AZCDygjC"
"TC17ROH","Volvo","ATS",2011,"SohLKACM"
"LD65MAL","Fiat","PT Cruiser",2023,"frrESZEa"
"UW21YLP","Maserati","Mustang",2012,"GZXjVdYB"
"AY82UUN","Hyundai","Ranchero",2014,"cKTvnMdW"
"ZB92ORV","Chevrolet","Prius",2015,"ywOQxpPF"
"QS71HLH","Fiat","Element",2013,"hbTwtzIH"
"YE48GGM","Toyota","Camry",2020,"cLYjKBkT"
"RH66GAU","Rolls Royce","911",2021,"KLIvbBEz"
"PH13DAK","Fiat","Grand Cherokee",2011,"lGtnryKG"
"ZU08RNH","Cadillac","Taurus",2022,"fBQfjSWs"
"JE37BEB","Porsche","LeBaron",2020,"elpUiGTc"
"IS39YFG","Dodge","Land Cruiser",2012,"MBhQaCJK"
"PQ08WQK","Ford","Durango",2018,"caPWcJYO"
"IY02XYH","Ford","911",2017,"zUyRYvup"
"NT00JZG","Ferrari","ATS",2023,"GESHBdno"
"AW37TTF","Kia","PT Cruiser",2021,"zZsVHavO"
"YW01SPZ","Land Rover","Camaro",2013,"bixEepFQ"
"MZ57TKB","Ferrari","Jetta",2017,"JPFIbAxb"
"TA58AVG","Dodge","Grand Cherokee",2013,"VjMwAvVH"
"XH73WXF","Mini","Charger",2014,"eBAWxRru"
"TT25CXW","Volkswagen","Model 3",2017,"fcSMAapC"
"DC82AKD","Fiat","Grand Caravan",2013,"cFCKTFaQ"
"LV56CIO","Ford","A4",2017,"AXdkHFqk"
"PX33JFU","Jaguar","A8",2019,"paIoPxAI"
"VF64MQS","Jaguar","Model S",2016,"FywNnguA"
"NE50VKL","Porsche","Roadster",2018,"SHEOBzQX"
"AA65VWY","Chrysler","Corvette",2017,"bXjZwCaG"
"FS27WZU","Mercedes Benz","Aventador",2020,"TmFJOXBy"
"RA21SYF","Honda","XC90",2021,"UveYNXfn"
"MM51PWI","Volvo","A8",2012,"RxEjrmfc"
"AI11DWR","Audi","Model X",2018,"JDkiLBFs"
"EI04LJX","Ford","Escalade",2023,"hIwgKrrI"
"TS53DXY","Maserati","Model S",2018,"sNGKFZUd"
"YH96CTK","Land Rover","Prius",2010,"jvgaZFrj"
"TJ94SEB","Lamborghini","Focus",2016,"iffznpXh"
"DJ89SXE","Nissan","2",2020,"EOAvFymq"
"TR21IFI","Mercedes Benz","A8",2012,"YFkssfAI"
"CZ74GWD","Hyundai","Sentra",2017,"cobZVNZb"
"QV72AXU","Jaguar","Golf",2022,"pqJqdCIN"
"LL75QDV","Aston Martin","A4",2022,"NSMRIgWE"
"IZ05SUX","Hyundai","PT Cruiser",2022,"plpMlwEg"
"WX94HVG","Porsche","Impala",2021,"JjeScgzt"
"RE80HML","Mazda","Countach",2020,"lSsBFrob"
"HL18FTM","Chevrolet","Camaro",2019,"pKztqjgO"
"OL55QPP","Smart","Aventador",2020,"DjrhcjCn"
"SN51JKA","Polestar","Durango",2022,"PLwuRoJn"
